,company,specific_bean_region,year,cacao_percent,company_country,rating,origin_country,origin_gdp,company_gdp
338,Caribeans,Anselmo Paraiso Estate,2015,0.72,Costa Rica,3.5,Costa Rica,54840103850.265,54840103850.265
339,Caribeans,Costa Rica,2012,0.72,Costa Rica,3.0,Costa Rica,46473128285.5589,46473128285.5589
340,Caribeans,Costa Rica,2012,0.8,Costa Rica,2.75,Costa Rica,46473128285.5589,46473128285.5589
341,Carlotta Chocolat,Arauca,2016,0.65,Colombia,3.0,Colombia,282462551366.878,282462551366.878
342,Carlotta Chocolat,Tumaco,2016,0.65,Colombia,3.25,Colombia,282462551366.878,282462551366.878
343,Carlotta Chocolat,Cordoba,2016,0.65,Colombia,3.25,Colombia,282462551366.878,282462551366.878
344,Carlotta Chocolat,Huila,2016,0.65,Colombia,3.5,Colombia,282462551366.878,282462551366.878
345,Carlotta Chocolat,Cesar,2016,0.65,Colombia,3.5,Colombia,282462551366.878,282462551366.878
346,Castronovo,Maya Mtn,2016,0.72,United States,4.0,Belize,1741100000.0,18624475000000.0
347,Castronovo,the lost city,2015,0.72,United States,3.5,Honduras,20844284855.0025,18120714000000.0
348,Castronovo,Duarte,2015,0.7,United States,3.75,Dominican Republic,68102618092.1031,18120714000000.0
350,Castronovo,Sierra Nevada,2014,0.72,United States,3.5,Colombia,378195707612.393,17393103000000.0
351,Castronovo,Arauca,2014,0.76,United States,3.5,Colombia,378195707612.393,17393103000000.0
352,Castronovo,Elvesia P.,2014,0.7,United States,2.75,Dominican Republic,65231032303.2418,17393103000000.0
353,Castronovo,Bolivia,2013,0.7,United States,3.0,Bolivia,30659338929.0883,16691517000000.0
354,Castronovo,Conacado,2013,0.73,United States,3.5,Dominican Republic,61965942056.6828,16691517000000.0
355,Castronovo,San Martin,2013,0.7,United States,2.5,Peru,201217661645.509,16691517000000.0
357,Castronovo,Nicaragua,2013,0.72,United States,3.25,Nicaragua,10982972256.3787,16691517000000.0
358,Castronovo,Tumbes,2013,0.7,United States,2.75,Peru,201217661645.509,16691517000000.0
360,Cello,Ecuador,2014,0.7,United States,2.5,Ecuador,101726331000.0,17393103000000.0
361,Cello,Peru,2014,0.7,United States,2.75,Peru,201049665375.132,17393103000000.0
363,Cello,Bolivia,2014,0.7,United States,3.0,Bolivia,32996187988.4226,17393103000000.0
364,Cemoi,Equateur,2009,0.72,France,2.75,Ecuador,62519686000.0,2693827452070.02
365,Chaleur B,Uganda,2014,0.7,Canada,2.75,Uganda,27295207927.5612,1792883225804.38
366,Charm School,Maya Mtn,2016,0.7,United States,3.25,Belize,1741100000.0,18624475000000.0
367,Chchukululu (Tulicorp),Arriba,2010,0.55,Ecuador,2.75,Ecuador,69555367000.0,69555367000.0
368,Chchukululu (Tulicorp),Los Rios,2008,0.75,Ecuador,3.0,Ecuador,61762635000.0,61762635000.0
369,Chequessett,la Amistad,2014,0.7,United States,3.5,Costa Rica,50656002895.8763,17393103000000.0
370,Chocablog,Ecuador,2015,0.7,United Kingdom,3.25,Ecuador,99290381000.0,2885570309160.86
371,Choco Del Sol,Maya Mountain w/ nibs,2014,0.75,Germany,3.0,Belize,1706497950.0,3890606893346.69
372,Choco Del Sol,Maya Mountain,2014,0.82,Germany,3.25,Belize,1706497950.0,3890606893346.69
375,Chocolarder,Peru,2015,0.65,United Kingdom,2.5,Peru,189212096470.293,2885570309160.86
376,Chocolarder,Peru + nibs,2015,0.65,United Kingdom,2.75,Peru,189212096470.293,2885570309160.86
377,Chocolarder,Dominican Republic,2015,0.8,United Kingdom,2.5,Dominican Republic,68102618092.1031,2885570309160.86
378,Chocola'te,Madagascar,2011,0.7,United States,3.75,Madagascar,9892702357.56691,15517926000000.0
380,Chocolate Alchemist-Philly,Tumbes,2016,0.9,United States,2.5,Peru,192207342004.681,18624475000000.0
381,Chocolate Con Amor,Wild Bolivian,2016,0.7,United States,2.5,Bolivia,33806395513.7482,18624475000000.0
382,Chocolate Con Amor,Uganda,2016,0.7,United States,2.75,Uganda,24078931933.4578,18624475000000.0
383,Chocolate Con Amor,Dominican Republic,2016,0.6,United States,3.0,Dominican Republic,71583553487.5646,18624475000000.0
384,Chocolate Con Amor,Dominican Republic,2016,0.75,United States,3.0,Dominican Republic,71583553487.5646,18624475000000.0
386,Chocolate Con Amor,Ecuador,2016,0.7,United States,3.25,Ecuador,98613972000.0,18624475000000.0
387,Chocolate Con Amor,Nicaragua,2016,0.8,United States,2.75,Nicaragua,13230844686.858,18624475000000.0
388,Chocolate Conspiracy,Peru,2014,0.74,United States,2.75,Peru,201049665375.132,17393103000000.0
398,Chocolats Privilege,Xoconusco,2014,0.7,Canada,2.5,Mexico,1298461494903.14,1792883225804.38
400,Chocosol,Chiapas,2011,0.65,Canada,3.25,Mexico,1171187519660.64,1788647906047.76
401,Chocovic,Xoconusco,2010,0.71,Spain,3.25,Mexico,1051128603513.77,1431616749640.29
402,Chocovic,Sambirano,2010,0.71,Spain,3.5,Madagascar,8729936135.74487,1431616749640.29
404,Chocovic,Bolivar,2007,0.71,Spain,2.5,Ecuador,51007777000.0,1479341637010.68
405,Chocovic,Guyave,2007,0.71,Spain,2.5,Grenada,758683598.518519,1479341637010.68
406,Chocovivo,Tabasco,2015,0.65,United States,2.5,Mexico,1152263780657.86,18120714000000.0
407,Chocovivo,Tabasco,2015,0.75,United States,2.5,Mexico,1152263780657.86,18120714000000.0
409,Choklat,Porcelana,2009,0.7,Canada,2.75,Mexico,894948748436.748,1371153004986.44
410,Choklat,Brazilian,2009,0.7,Canada,3.0,Brazil,1667019605881.76,1371153004986.44
411,Choklat,Brazilian,2009,0.8,Canada,3.0,Brazil,1667019605881.76,1371153004986.44
414,Choocsol,Chiapas,2016,0.75,Canada,3.25,Mexico,1046922702460.87,1529760492201.35
415,Christopher Morel (Felchlin),Maranon Canyon,2011,0.68,Canada,3.75,Peru,171761737046.585,1788647906047.76
422,Cloudforest,Camino Verde P.,2015,0.73,United States,3.5,Ecuador,99290381000.0,18120714000000.0
423,Coleman & Davis,Sambirano,2015,0.75,United States,3.0,Madagascar,9744243420.48073,18120714000000.0
426,Compania de Chocolate (Salgado),Moxos,2008,0.72,Argentina,3.25,Bolivia,16674324634.2373,361558037110.419
428,Compania de Chocolate (Salgado),Esmeraldas,2008,0.88,Argentina,2.75,Ecuador,61762635000.0,361558037110.419
429,Condor,Camino Verde,2015,0.76,United States,3.5,Ecuador,99290381000.0,18120714000000.0
430,Confluence,Tien Giang,2016,0.78,United States,2.75,Vietnam,205276172134.901,18624475000000.0
431,Coppeneur,Ecuador,2013,0.65,Germany,3.25,Ecuador,95129659000.0,3752513503278.41
432,Coppeneur,Ghana Puristique,2012,0.85,Germany,3.5,Ghana,41939728978.7281,3543983909148.01
433,Coppeneur,Ecuador Puristique,2012,0.1,Germany,1.5,Ecuador,87924544000.0,3543983909148.01
435,Coppeneur,Madagascar,2012,0.7,Germany,3.5,Madagascar,9919780071.28764,3543983909148.01
436,Coppeneur,Grenada,2010,0.72,Germany,3.25,Grenada,771015888.888889,3417094562648.95
438,Coppeneur,Los Rios,2010,0.72,Germany,2.5,Ecuador,69555367000.0,3417094562648.95
440,Coppeneur,Jamaica,2010,0.72,Germany,3.25,Jamaica,13191645685.5116,3417094562648.95
442,Coppeneur,Porcelana,2009,0.72,Germany,3.0,Peru,120822986521.479,3418005001389.27
443,Coppeneur,Porcelana,2009,0.62,Germany,3.25,Peru,120822986521.479,3418005001389.27
446,Coppeneur,Porcelana,2008,0.72,Germany,3.0,Mexico,1101275278668.79,3752365607148.09
448,Coppeneur,Sambirano,2007,0.72,Germany,3.0,Madagascar,7342923489.09616,3439953462907.2
449,Cravve,New Ireland,2014,0.7,Australia,2.5,Papua New Guinea,23003575201.1051,1459597906912.7
450,Cravve,Vanuatu,2014,0.83,Australia,2.75,Vanuatu,814954306.971033,1459597906912.7
451,Cravve,Tanzania,2012,0.75,Australia,3.25,Tanzania,39087748240.4403,1538194473087.23
452,Cravve,Bahia,2012,0.65,Australia,3.25,Brazil,2465188674415.03,1538194473087.23
453,Cravve,Namau Village,2012,0.67,Australia,3.25,Fiji,3972012570.53467,1538194473087.23
454,Cravve,Vanuatu,2012,0.64,Australia,3.25,Vanuatu,781702874.106058,1538194473087.23
455,Cravve,Djual Island,2012,0.75,Australia,3.5,Papua New Guinea,21295834133.2309,1538194473087.23
456,Creo,"""heirloom""",2016,0.85,United States,3.25,Ecuador,98613972000.0,18624475000000.0
457,Creo,"""heirloom""",2016,0.73,United States,3.75,Ecuador,98613972000.0,18624475000000.0
458,Daintree,Goodman Estate,2015,0.7,Australia,2.75,Australia,1345383143356.35,1345383143356.35
459,Daintree,Daintree Estates,2011,0.7,Australia,3.25,Australia,1390557034407.97,1390557034407.97
462,Damson,Los Rios,2015,0.7,United Kingdom,3.5,Ecuador,99290381000.0,2885570309160.86
463,Damson,Crayfish Bay aka Non Pariel Estate,2015,0.7,United Kingdom,2.25,Grenada,997007925.925926,2885570309160.86
464,Damson,O'Payo,2015,0.7,United Kingdom,2.75,Nicaragua,12747741539.7259,2885570309160.86
465,Dandelion,Maya Mtn.,2015,0.7,United States,3.0,Belize,1742545900.0,18120714000000.0
466,Dandelion,Maya Mountain,2014,0.7,United States,3.5,Belize,1706497950.0,17393103000000.0
467,Dandelion,Camino Verde P.,2014,0.7,United States,3.5,Ecuador,101726331000.0,17393103000000.0
468,Dandelion,Buto,2014,0.7,United States,2.75,Liberia,2013000000.0,17393103000000.0
469,Dandelion,San Francisco de Macoris,2014,0.7,United States,3.75,Dominican Republic,65231032303.2418,17393103000000.0
473,Dandelion,Papua New Guinea,2013,0.7,United States,3.5,Papua New Guinea,21261305413.2323,16691517000000.0
474,Dandelion,Upala,2012,0.7,United States,3.0,Costa Rica,46473128285.5589,16155255000000.0
475,Dandelion,Colombian,2012,0.7,United States,3.25,Colombia,369659697842.885,16155255000000.0
476,Dandelion,Elvesia,2012,0.7,United States,3.75,Dominican Republic,60613645121.3529,16155255000000.0
477,Dandelion,Dominican Republic,2011,0.7,United States,3.25,Dominican Republic,57746684847.0898,15517926000000.0
478,Dandelion,Madagascar,2011,0.7,United States,3.25,Madagascar,9892702357.56691,15517926000000.0
479,Dandelion,Tanzania,2011,0.7,United States,3.25,Tanzania,33878631649.4157,15517926000000.0
480,Danta,Los Ujuxtes,2014,0.82,Guatemala,3.25,Guatemala,58722323918.1604,58722323918.1604
482,Danta,Los Ujuxtes,2012,0.7,Guatemala,3.75,Guatemala,50388454861.1111,50388454861.1111
483,Danta,Sambirano,2012,0.7,Guatemala,3.75,Madagascar,9919780071.28764,50388454861.1111
484,Danta,Las Acacias E.,2012,0.7,Guatemala,4.0,Guatemala,50388454861.1111,50388454861.1111
485,Danta,Oscuro,2012,0.7,Guatemala,3.25,Guatemala,50388454861.1111,50388454861.1111
486,Danta,Los Ujuxtes,2011,0.6,Guatemala,3.5,Guatemala,47654841112.8523,47654841112.8523
487,Danta,Las Acacias E.,2009,0.75,Guatemala,3.0,Guatemala,37733994976.4137,37733994976.4137
488,Danta,Las Acacias E.,2009,0.6,Guatemala,3.25,Guatemala,37733994976.4137,37733994976.4137
490,DAR,Vietnam,2016,0.72,United States,3.0,Vietnam,205276172134.901,18624475000000.0
491,DAR,DUO,2016,0.7,United States,3.25,Ecuador,98613972000.0,18624475000000.0
492,Dark Forest,Bolivia,2016,0.75,United States,3.25,Bolivia,33806395513.7482,18624475000000.0
493,Dark Forest,Madagascar,2015,0.7,United States,3.0,Madagascar,9744243420.48073,18120714000000.0
495,Dark Forest,Tanzania,2015,0.7,United States,3.0,Tanzania,45628320606.0487,18120714000000.0
496,Dark Forest,Ecuador,2015,0.7,United States,3.25,Ecuador,99290381000.0,18120714000000.0
497,Davis,Ghana,2013,0.7,United States,2.5,Ghana,47805069494.9081,16691517000000.0
498,Davis,Rainforest,2013,0.7,United States,2.75,Dominican Republic,61965942056.6828,16691517000000.0
501,De Mendes,Nativo,2015,0.72,Brazil,3.5,Brazil,1803652649613.75,1803652649613.75
502,De Mendes,Selvagem,2015,0.65,Brazil,3.5,Brazil,1803652649613.75,1803652649613.75
503,De Villiers,Bundibugyo District,2016,0.7,South Africa,2.5,Uganda,24078931933.4578,295456189492.005
504,De Villiers,Sambirano Valley,2016,0.7,South Africa,3.0,Madagascar,10001193420.1518,295456189492.005
505,Dean and Deluca (Belcolade),Madagascar,2007,0.66,United States,2.5,Madagascar,7342923489.09616,14477635000000.0
506,Dean and Deluca (Belcolade),Costa Rica,2007,0.64,United States,3.0,Costa Rica,26743874286.8514,14477635000000.0
507,Dean and Deluca (Belcolade),Ecuador,2007,0.71,United States,3.0,Ecuador,51007777000.0,14477635000000.0
508,Dean and Deluca (Belcolade),Ghana,2007,0.6,United States,3.0,Ghana,24758819717.7074,14477635000000.0
509,Dean and Deluca (Belcolade),Papua New Guinea,2007,0.64,United States,3.0,Papua New Guinea,9545071324.99241,14477635000000.0
510,Dean and Deluca (Belcolade),Peru,2007,0.64,United States,3.0,Peru,102170981144.136,14477635000000.0
511,Debauve & Gallais (Michel Cluizel),Papua New Guinea,2009,0.64,France,3.0,Papua New Guinea,11619541940.4014,2693827452070.02
513,Desbarres,Kilombero,2016,0.72,Canada,2.5,Tanzania,47340071107.343,1529760492201.35
514,DeVries,Bolivian,2008,0.8,United States,2.75,Bolivia,16674324634.2373,14718582000000.0
515,DeVries,Costa Rica,2007,0.77,United States,3.5,Costa Rica,26743874286.8514,14477635000000.0
516,DeVries,Dominican Republic,2007,0.77,United States,3.5,Dominican Republic,44169678153.1566,14477635000000.0
518,Dick Taylor,Tien Giang,2016,0.78,United States,3.5,Vietnam,205276172134.901,18624475000000.0
519,Dick Taylor,Alto Beni,2015,0.7,United States,3.75,Bolivia,33000198263.3864,18120714000000.0
520,Dick Taylor,Elvesia,2014,0.74,United States,3.5,Dominican Republic,65231032303.2418,17393103000000.0
521,Dick Taylor,Ecuador,2013,0.7,United States,3.25,Ecuador,95129659000.0,16691517000000.0
522,Dick Taylor,Camino Verde,2013,0.76,United States,3.5,Ecuador,95129659000.0,16691517000000.0
523,Dick Taylor,Bolivia,2012,0.75,United States,2.75,Bolivia,27084497539.7974,16155255000000.0
524,Dick Taylor,Belize,2012,0.72,United States,2.75,Belize,1573618750.0,16155255000000.0
525,Dick Taylor,Sambirano,2011,0.8,United States,2.75,Madagascar,9892702357.56691,15517926000000.0
526,Dick Taylor,Sambirano,2011,0.72,United States,3.0,Madagascar,9892702357.56691,15517926000000.0
528,Dick Taylor,La Red,2011,0.74,United States,3.0,Dominican Republic,57746684847.0898,15517926000000.0
529,Dick Taylor,Ecuador,2011,0.7,United States,3.25,Ecuador,79276664000.0,15517926000000.0
531,Doble & Bignall,Panama,2014,0.72,United Kingdom,3.25,Panama,49165773100.0,3022827781881.39
533,Doble & Bignall,Johe,2014,0.72,United Kingdom,3.5,Nicaragua,11880438824.4494,3022827781881.39
536,Domori,Hacienda Victoria,2015,0.7,Italy,3.75,Ecuador,99290381000.0,1832347450961.51
539,Domori,Morogoro,2012,0.7,Italy,3.5,Tanzania,39087748240.4403,2072823157059.76
544,Domori,Teyuna,2008,0.7,Italy,3.0,Colombia,243982436734.233,2390729163615.06
548,Domori,Madagascar,2007,0.7,Italy,3.5,Madagascar,7342923489.09616,2203053380782.92
549,Domori,Madagared,2007,0.7,Italy,3.5,Madagascar,7342923489.09616,2203053380782.92
550,Domori,Java,2007,0.7,Italy,3.75,Indonesia,460192550124.261,2203053380782.92
551,Domori,Ecuador,2007,0.7,Italy,4.0,Ecuador,51007777000.0,2203053380782.92
554,Domori,Apurimac,2006,0.7,Italy,3.25,Peru,88643193061.748,1942633797516.0
556,Dormouse,Non Pariel Estate,2016,0.75,United Kingdom,2.75,Grenada,1056188592.59259,2647898654635.24
558,Dormouse,Colombia,2015,0.8,United Kingdom,2.75,Colombia,291519596338.693,2885570309160.86
559,Dormouse,Madagascar,2015,0.77,United Kingdom,2.75,Madagascar,9744243420.48073,2885570309160.86
560,Duffy's,Rio Dulce,2015,0.7,United Kingdom,4.0,Guatemala,63767597193.9175,2885570309160.86
561,Duffy's,Chuno,2014,0.7,United Kingdom,3.5,Nicaragua,11880438824.4494,3022827781881.39
562,Duffy's,Rico Rugoso,2014,0.76,United Kingdom,3.75,Nicaragua,11880438824.4494,3022827781881.39
564,Duffy's,Indio Rojo,2011,0.72,United Kingdom,3.75,Honduras,17710315005.9999,2619700404733.37
565,Duffy's,Dominican Republic,2011,0.65,United Kingdom,3.5,Dominican Republic,57746684847.0898,2619700404733.37
566,Duffy's,Bocas del Toro,2011,0.72,United Kingdom,3.0,Panama,34373820500.0,2619700404733.37
567,Duffy's,Nicaliso,2011,0.71,United Kingdom,3.25,Nicaragua,9774316692.15985,2619700404733.37
569,Duffy's,Panama,2010,0.7,United Kingdom,3.5,Panama,28917200000.0,2441173394729.62
570,Duffy's,Corazon del Ecuador,2010,0.72,United Kingdom,3.75,Ecuador,69555367000.0,2441173394729.62
571,Duffy's,Star of Ecuador,2010,0.7,United Kingdom,2.5,Ecuador,69555367000.0,2441173394729.62
572,Duffy's,Star of Peru,2010,0.7,United Kingdom,3.75,Peru,147528937028.778,2441173394729.62
573,Dulcinea,Dominican Republic,2015,0.7,United States,3.25,Dominican Republic,68102618092.1031,18120714000000.0
574,Durand,Madagascar,2012,0.82,France,2.75,Madagascar,9919780071.28764,2681416108537.39
575,Durci,Maranon,2015,0.7,United States,3.5,Peru,189212096470.293,18120714000000.0
577,Durci,Taino Secret,2015,0.7,United States,3.25,Dominican Republic,68102618092.1031,18120714000000.0
579,Durci,Corona Arriba,2015,0.7,United States,4.0,Ecuador,99290381000.0,18120714000000.0
580,East Van Roasters,Peru,2014,0.7,Canada,3.25,Peru,201049665375.132,1792883225804.38
581,East Van Roasters,Madagascar,2014,0.7,Canada,3.5,Madagascar,10673516672.6664,1792883225804.38
582,East Van Roasters,Dominican Republic,2014,0.7,Canada,3.75,Dominican Republic,65231032303.2418,1792883225804.38
583,Eau de Rose,Tumaco,2016,0.7,Canada,3.25,Colombia,282462551366.878,1529760492201.35
584,Eau de Rose,Arauca,2016,0.7,Canada,3.25,Colombia,282462551366.878,1529760492201.35
585,Eclat (Felchlin),Maranon,2012,0.72,United States,2.75,Peru,192648999090.082,16155255000000.0
587,El Ceibo,Alto Beni,2011,0.75,Bolivia,3.75,Bolivia,23963033443.8518,23963033443.8518
588,El Ceibo,Alto Beni,2008,0.71,Bolivia,2.75,Bolivia,16674324634.2373,16674324634.2373
596,Emerald Estate,Emerald Estate,2013,0.6,St. Lucia,2.75,St. Lucia,1489928888.88889,1489928888.88889
597,Emerald Estate,Emerald Estate,2013,0.7,St. Lucia,3.25,St. Lucia,1489928888.88889,1489928888.88889
599,Emily's,Peru,2015,0.78,Japan,3.5,Peru,189212096470.293,4383076298081.86
600,ENNA,Wampusirpi,2016,0.75,United States,3.25,Honduras,21516938909.5686,18624475000000.0
602,Erithaj (A. Morin),Ben Tre,2014,0.7,France,3.25,Vietnam,186204652922.262,2849305322684.76
603,Erithaj (A. Morin),Ham Luong,2014,0.8,France,3.0,Vietnam,186204652922.262,2849305322684.76
604,Erithaj (A. Morin),Ba Lai,2014,0.74,France,3.25,Vietnam,186204652922.262,2849305322684.76
606,Escazu,Guapiles,2009,0.65,United States,2.0,Costa Rica,30562361123.0307,14418739000000.0
610,Ethel's Artisan (Mars),Peru,2011,0.55,United States,2.5,Peru,171761737046.585,15517926000000.0
614,Ethereal,Belize,2014,0.8,United States,3.0,Belize,1706497950.0,17393103000000.0
615,Ethereal,Ecuador,2014,0.8,United States,3.5,Ecuador,101726331000.0,17393103000000.0
616,Ethereal,Dominican Republic,2014,0.8,United States,3.75,Dominican Republic,65231032303.2418,17393103000000.0
617,Fearless (AMMA),Monte Alegre,2010,0.75,United States,2.75,Brazil,2208871646202.82,14964372000000.0
618,Feitoria Cacao,Blue Mountain,2016,0.76,Portugal,3.0,Jamaica,14056908749.3505,204836597909.466
620,Feitoria Cacao,Maya Mountain,2016,0.76,Portugal,2.75,Belize,1741100000.0,204836597909.466
621,Felchlin,Grenada,2010,0.58,Switzerland,3.5,Grenada,771015888.888889,583782977866.405
622,Felchlin,Elvesia P.,2006,0.74,Switzerland,3.0,Dominican Republic,35952845582.5029,430921192375.179
623,Felchlin,Madagascar,2006,0.64,Switzerland,3.0,Madagascar,5515884348.54904,430921192375.179
625,Felchlin,Arriba,2006,0.72,Switzerland,3.5,Ecuador,46802044000.0,430921192375.179
626,Felchlin,Alto Beni,2006,0.68,Switzerland,4.0,Bolivia,11451869164.7112,430921192375.179
628,Finca,Dominican Republic,2014,0.8,United States,3.0,Dominican Republic,65231032303.2418,17393103000000.0
629,Finca,Dominican Republic,2014,0.7,United States,3.25,Dominican Republic,65231032303.2418,17393103000000.0
630,Finca,Dominican Republic,2014,0.85,United States,2.5,Dominican Republic,65231032303.2418,17393103000000.0
631,Forever Cacao,Rio Eni,2014,0.72,United Kingdom,2.75,Peru,201049665375.132,3022827781881.39
634,Fossa,Akesson's E.,2016,0.7,Singapore,2.75,Madagascar,10001193420.1518,296975678610.206
635,Fossa,Camino Verde P.,2016,0.75,Singapore,3.5,Ecuador,98613972000.0,296975678610.206
636,Fossa,Kokoa Kamili Coop,2016,0.67,Singapore,3.75,Tanzania,47340071107.343,296975678610.206
641,Frederic Blondeel,Costa Rica,2015,0.7,Belgium,3.5,Costa Rica,54840103850.265,455200045095.643
642,Frederic Blondeel,Peru Brutus,2015,0.75,Belgium,3.5,Peru,189212096470.293,455200045095.643
643,Frederic Blondeel,Vietnam,2015,0.8,Belgium,3.0,Vietnam,193241108709.536,455200045095.643
644,Frederic Blondeel,Ghana,2014,0.6,Belgium,3.5,Ghana,38616536131.648,531075861047.287
645,Frederic Blondeel,Madagascar,2014,0.65,Belgium,3.5,Madagascar,10673516672.6664,531075861047.287
647,French Broad,Guatemala,2015,0.73,United States,3.5,Guatemala,63767597193.9175,18120714000000.0
648,French Broad,San Andres,2014,0.8,United States,3.0,Costa Rica,50656002895.8763,17393103000000.0
649,French Broad,Matagalpa,2014,0.68,United States,3.25,Nicaragua,11880438824.4494,17393103000000.0
650,French Broad,Palo Blanco,2013,0.66,United States,3.5,Peru,201217661645.509,16691517000000.0
651,French Broad,Tumbes Coop,2012,0.7,United States,2.5,Peru,192648999090.082,16155255000000.0
652,French Broad,Palo Blanco,2012,0.61,United States,3.5,Peru,192648999090.082,16155255000000.0
653,French Broad,Palo Blanco w/ panela,2012,0.81,United States,2.0,Peru,192648999090.082,16155255000000.0
654,French Broad,Maranon Canyon,2011,0.7,United States,3.5,Peru,171761737046.585,15517926000000.0
655,French Broad,La Red,2011,0.65,United States,3.5,Dominican Republic,57746684847.0898,15517926000000.0
656,Fresco,Maranon,2014,0.7,United States,3.0,Peru,201049665375.132,17393103000000.0
657,Fresco,Maranon,2014,0.7,United States,3.5,Peru,201049665375.132,17393103000000.0
658,Fresco,Maranon,2014,0.7,United States,3.5,Peru,201049665375.132,17393103000000.0
659,Fresco,Maranon,2014,0.7,United States,3.5,Peru,201049665375.132,17393103000000.0
660,Fresco,Conacado,2013,0.72,United States,3.25,Dominican Republic,61965942056.6828,16691517000000.0
661,Fresco,Conacado,2013,0.72,United States,3.75,Dominican Republic,61965942056.6828,16691517000000.0
662,Fresco,San Martin,2013,0.7,United States,3.75,Peru,201217661645.509,16691517000000.0
663,Fresco,Bellavista Coop,2013,0.7,United States,4.0,Peru,201217661645.509,16691517000000.0
664,Fresco,Markham Valley,2012,0.69,United States,3.5,Papua New Guinea,21295834133.2309,16155255000000.0
665,Fresco,Markham Valley,2012,0.69,United States,3.5,Papua New Guinea,21295834133.2309,16155255000000.0
666,Fresco,Sambirano Valley,2012,0.74,United States,4.0,Madagascar,9919780071.28764,16155255000000.0
667,Fresco,Markham Valley,2012,0.69,United States,4.0,Papua New Guinea,21295834133.2309,16155255000000.0
668,Fresco,Markham Valley,2012,0.69,United States,3.0,Papua New Guinea,21295834133.2309,16155255000000.0
669,Fresco,Ghana,2011,0.74,United States,2.75,Ghana,39566292432.8615,15517926000000.0
670,Fresco,Jamaica,2011,0.7,United States,3.25,Jamaica,14439910353.0576,15517926000000.0
671,Fresco,Conacado,2011,0.72,United States,3.5,Dominican Republic,57746684847.0898,15517926000000.0
672,Fresco,Jamaica,2011,0.7,United States,3.5,Jamaica,14439910353.0576,15517926000000.0
673,Fresco,Sambirano Valley,2011,0.74,United States,2.75,Madagascar,9892702357.56691,15517926000000.0
674,Fresco,Conacado,2011,0.72,United States,3.25,Dominican Republic,57746684847.0898,15517926000000.0
675,Fresco,Sambirano Valley,2011,0.74,United States,3.0,Madagascar,9892702357.56691,15517926000000.0
678,Fresco,Jamaica,2009,0.8,United States,2.75,Jamaica,12038829246.2425,14418739000000.0
679,Fresco,Jamaica,2009,0.7,United States,3.0,Jamaica,12038829246.2425,14418739000000.0
680,Fresco,Jamaica,2009,0.7,United States,3.25,Jamaica,12038829246.2425,14418739000000.0
682,Friis Holm,Rugoso,2016,0.7,Denmark,3.5,Nicaragua,13230844686.858,306899653409.601
683,Friis Holm (Bonnat),La Dalia,2015,0.6,Denmark,3.0,Nicaragua,12747741539.7259,301298464861.385
684,Friis Holm (Bonnat),La Dalia,2015,0.85,Denmark,3.25,Nicaragua,12747741539.7259,301298464861.385
685,Friis Holm (Bonnat),La Dalia,2014,0.7,Denmark,3.5,Nicaragua,11880438824.4494,352993633221.281
686,Friis Holm (Bonnat),Barba,2013,0.7,Denmark,3.25,Nicaragua,10982972256.3787,343584385594.132
687,Friis Holm (Bonnat),Medagla,2013,0.7,Denmark,3.5,Nicaragua,10982972256.3787,343584385594.132
688,Friis Holm (Bonnat),Chuno,2012,0.7,Denmark,3.25,Nicaragua,10532001129.67,327148899962.146
689,Friis Holm (Bonnat),Red Mayan,2012,0.7,Denmark,3.25,Honduras,18528506894.0586,327148899962.146
690,Friis Holm (Bonnat),Chuno,2012,0.7,Denmark,3.25,Nicaragua,10532001129.67,327148899962.146
691,Friis Holm (Bonnat),Rugoso,2012,0.7,Denmark,3.75,Nicaragua,10532001129.67,327148899962.146
692,Friis Holm (Bonnat),Johe,2011,0.7,Denmark,3.25,Nicaragua,9774316692.15985,344003209695.606
693,Friis Holm (Bonnat),Chuno,2011,0.7,Denmark,3.5,Nicaragua,9774316692.15985,344003209695.606
694,Friis Holm (Bonnat),Nicaliso,2011,0.7,Denmark,3.5,Nicaragua,9774316692.15985,344003209695.606
695,Fruition,Wild Bolivian,2016,0.74,United States,3.75,Bolivia,33806395513.7482,18624475000000.0
696,Fruition,Coto Brus,2016,0.74,United States,4.0,Costa Rica,57435507212.256,18624475000000.0
698,Fruition,Maranon,2014,0.76,United States,3.0,Peru,201049665375.132,17393103000000.0
699,Fruition,La Red,2013,0.7,United States,3.75,Dominican Republic,61965942056.6828,16691517000000.0
700,Fruition,Camino Verde,2013,0.75,United States,3.0,Ecuador,95129659000.0,16691517000000.0
701,Fruition,Peru,2012,0.7,United States,2.5,Peru,192648999090.082,16155255000000.0
702,Fruition,Signature Blend,2011,0.66,United States,3.25,Costa Rica,42262697840.385,15517926000000.0
703,Fruition,Costa Rica,2011,0.7,United States,3.0,Costa Rica,42262697840.385,15517926000000.0
705,Georgia Ramon,Akesson P.,2015,0.65,Germany,3.25,Madagascar,9744243420.48073,3375611100742.22
706,Georgia Ramon,ABOCFA Coop,2015,0.7,Germany,4.0,Ghana,37543361203.5609,3375611100742.22
707,Georgia Ramon,Conacado Coop,2015,0.7,Germany,3.5,Dominican Republic,68102618092.1031,3375611100742.22
708,Georgia Ramon,Conacado Coop,2015,0.8,Germany,3.5,Dominican Republic,68102618092.1031,3375611100742.22
